id,path,r0,r1,c0,c1
5514,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/7.png,343,539,927,1123
5515,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/7.png,92,288,346,542
5516,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/7.png,219,415,941,1137
5517,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/7.png,75,271,224,420
5518,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/7.png,60,256,1038,1234
5519,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/7.png,59,255,497,693
5520,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,229,425,611,807
5521,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,517,713,894,1090
5522,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,504,700,99,295
5523,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,7,203,549,745
5524,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,217,413,552,748
5525,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,280,476,566,762
5526,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,257,453,992,1188
5527,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,112,308,735,931
5528,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,178,374,256,452
5529,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,353,549,721,917
5530,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,454,650,261,457
5531,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,505,701,237,433
5532,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,302,498,562,758
5533,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,523,719,431,627
5534,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/70.png,75,271,883,1079
5535,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,72,268,1039,1235
5536,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,491,687,701,897
5537,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,415,611,65,261
5538,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,17,213,510,706
5539,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,189,385,174,370
5540,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,289,485,1007,1203
5541,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,462,658,675,871
5542,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,517,713,455,651
5543,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,466,662,844,1040
5544,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,345,541,169,365
5545,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,247,443,247,443
5546,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,75,271,291,487
5547,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,191,387,806,1002
5548,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,329,525,591,787
5549,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/71.png,438,634,814,1010
5550,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,438,634,220,416
5551,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,10,206,512,708
5552,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,250,446,753,949
5553,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,241,437,425,621
5554,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,333,529,774,970
5555,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,495,691,482,678
5556,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,354,550,78,274
5557,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,97,293,367,563
5558,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,429,625,334,530
5559,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,162,358,839,1035
5560,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,413,609,553,749
5561,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,147,343,586,782
5562,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,481,677,1009,1205
5563,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,124,320,91,287
5564,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/72.png,469,665,822,1018
5565,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,482,678,312,508
5566,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,170,366,681,877
5567,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,51,247,338,534
5568,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,54,250,329,525
5569,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,496,692,873,1069
5570,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,512,708,268,464
5571,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,148,344,589,785
5572,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,431,627,149,345
5573,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,43,239,106,302
5574,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,389,585,835,1031
5575,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,515,711,80,276
5576,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,368,564,7,203
5577,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,343,539,501,697
5578,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,320,516,59,255
5579,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/73.png,104,300,33,229
5580,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,419,615,603,799
5581,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,400,596,629,825
5582,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,20,216,469,665
5583,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,375,571,685,881
5584,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,124,320,603,799
5585,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,364,560,295,491
5586,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,340,536,940,1136
5587,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,150,346,949,1145
5588,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,281,477,441,637
5589,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,457,653,396,592
5590,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,479,675,235,431
5591,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,317,513,131,327
5592,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,284,480,344,540
5593,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,13,209,746,942
5594,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/74.png,47,243,474,670
5595,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,418,614,928,1124
5596,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,196,392,730,926
5597,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,196,392,439,635
5598,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,119,315,739,935
5599,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,469,665,553,749
5600,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,517,713,557,753
5601,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,304,500,48,244
5602,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,405,601,170,366
5603,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,443,639,1025,1221
5604,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,178,374,85,281
5605,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,316,512,250,446
5606,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,277,473,664,860
5607,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,53,249,294,490
5608,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,511,707,373,569
5609,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/75.png,470,666,285,481
5610,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,196,392,475,671
5611,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,445,641,965,1161
5612,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,214,410,1084,1280
5613,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,488,684,747,943
5614,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,477,673,103,299
5615,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,91,287,888,1084
5616,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,515,711,272,468
5617,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,294,490,581,777
5618,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,146,342,492,688
5619,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,326,522,869,1065
5620,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,229,425,309,505
5621,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,37,233,838,1034
5622,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,291,487,435,631
5623,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,363,559,716,912
5624,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/76.png,460,656,731,927
5625,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,409,605,587,783
5626,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,135,331,149,345
5627,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,99,295,120,316
5628,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,142,338,715,911
5629,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,219,415,635,831
5630,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,99,295,1043,1239
5631,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,307,503,263,459
5632,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,147,343,73,269
5633,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,14,210,829,1025
5634,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,47,243,449,645
5635,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,100,296,78,274
5636,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,507,703,1075,1271
5637,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,377,573,619,815
5638,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,106,302,3,199
5639,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/77.png,255,451,124,320
5640,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,49,245,177,373
5641,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,433,629,739,935
5642,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,431,627,497,693
5643,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,60,256,293,489
5644,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,26,222,205,401
5645,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,294,490,214,410
5646,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,187,383,497,693
5647,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,331,527,844,1040
5648,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,372,568,51,247
5649,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,250,446,756,952
5650,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,115,311,550,746
5651,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,123,319,716,912
5652,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,113,309,238,434
5653,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,317,513,825,1021
5654,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/78.png,337,533,823,1019
5655,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,487,683,626,822
5656,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,140,336,724,920
5657,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,473,669,1055,1251
5658,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,309,505,217,413
5659,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,497,693,967,1163
5660,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,97,293,263,459
5661,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,309,505,852,1048
5662,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,416,612,654,850
5663,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,214,410,912,1108
5664,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,154,350,550,746
5665,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,90,286,1009,1205
5666,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,41,237,652,848
5667,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,335,531,953,1149
5668,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,415,611,350,546
5669,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/79.png,287,483,303,499
5670,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,94,290,853,1049
5671,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,193,389,503,699
5672,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,65,261,950,1146
5673,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,499,695,225,421
5674,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,266,462,230,426
5675,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,314,510,285,481
5676,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,73,269,143,339
5677,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,75,271,524,720
5678,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,447,643,867,1063
5679,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,35,231,5,201
5680,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,404,600,627,823
5681,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,47,243,413,609
5682,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,172,368,1059,1255
5683,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,356,552,143,339
5684,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/8.png,298,494,704,900
5685,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/80.png,279,475,537,733
5686,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/80.png,236,432,170,366
5687,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/80.png,78,274,752,948
5688,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/80.png,210,406,1036,1232
5689,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/80.png,262,458,287,483
5690,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/80.png,9,205,258,454
5691,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/80.png,50,246,539,735
5692,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/80.png,272,468,1029,1225
5693,data/datasets/fake_datasets/CarlaDsWithGBuffer/sp119-cloud0-pre0-fog0-sun70-n100-v100/1/rgb_v/80.png,295,491,460,656
